month,hour,freq,latitude,longitude,FaA,DuA,DlA,sigmaFaA,sigmaDuA,sigmaDlA
10, 8, 0.0100, -40.0157, -105.2793, 157.2280, 2.7889, 2.2848, 3.2163, 2.4172, 2.3415
10, 8, 0.0150, -40.0157, -105.2793, 147.6092, 6.7152, 6.3618, 3.5441, 2.0409, 1.8561
10, 8, 0.0200, -40.0157, -105.2793, 140.4565, 9.0142, 8.5716, 3.9643, 2.0852, 1.8809
10, 8, 0.0250, -40.0157, -105.2793, 134.7326, 10.5409, 9.9433, 4.3544, 2.2562, 2.0598
10, 8, 0.0300, -40.0157, -105.2793, 129.9493, 11.6330, 10.8649, 4.6968, 2.4661, 2.2866
10, 8, 0.0350, -40.0157, -105.2793, 125.8355, 12.4535, 11.5167, 4.9942, 2.6831, 2.5231
10, 8, 0.0400, -40.0157, -105.2793, 122.2240, 13.0920, 11.9945, 5.2526, 2.8946, 2.7541
10, 8, 0.0500, -40.0157, -105.2793, 116.0991, 14.0175, 12.6287, 5.6758, 3.2848, 3.1800
10, 8, 0.0600, -40.0157, -105.2793, 111.0213, 14.6506, 13.0094, 6.0048, 3.6265, 3.5517
10, 8, 0.0700, -40.0157, -105.2793, 106.6849, 15.1050, 13.2449, 6.2653, 3.9240, 3.8737
10, 8, 0.0800, -40.0157, -105.2793, 102.9020, 15.4423, 13.3910, 6.4748, 4.1836, 4.1533
10, 8, 0.0900, -40.0157, -105.2793, 99.5490, 15.6985, 13.4789, 6.6452, 4.4114, 4.3974
10, 8, 0.1000, -40.0157, -105.2793, 96.5395, 15.8963, 13.5275, 6.7850, 4.6125, 4.6116
10, 8, 0.1500, -40.0157, -105.2793, 84.9180, 16.4038, 13.4861, 7.1972, 5.3371, 5.3716
10, 8, 0.2000, -40.0157, -105.2793, 76.6990, 16.5442, 13.2764, 7.3550, 5.7778, 5.8192
10, 8, 0.2500, -40.0157, -105.2793, 70.3853, 16.5426, 13.0341, 7.3955, 6.0634, 6.0981
10, 8, 0.3000, -40.0157, -105.2793, 65.2919, 16.4762, 12.7945, 7.3750, 6.2549, 6.2758
10, 8, 0.3500, -40.0157, -105.2793, 61.0473, 16.3780, 12.5679, 7.3207, 6.3852, 6.3883
10, 8, 0.4000, -40.0157, -105.2793, 57.4277, 16.2638, 12.3569, 7.2471, 6.4735, 6.4566
10, 8, 0.5000, -40.0157, -105.2793, 51.5269, 16.0172, 11.9796, 7.0720, 6.5687, 6.5088
10, 8, 0.6000, -40.0157, -105.2793, 46.8773, 15.7681, 11.6540, 6.8844, 6.5969, 6.4931
10, 8, 0.7000, -40.0157, -105.2793, 43.0968, 15.5268, 11.3702, 6.6982, 6.5860, 6.4390
10, 8, 0.8000, -40.0157, -105.2793, 39.9560, 15.2969, 11.1201, 6.5190, 6.5511, 6.3624
10, 8, 0.9000, -40.0157, -105.2793, 37.3064, 15.0791, 10.8974, 6.3492, 6.5012, 6.2724
10, 8, 1.0000, -40.0157, -105.2793, 35.0462, 14.8731, 10.6972, 6.1895, 6.4417, 6.1748
10, 8, 1.5000, -40.0157, -105.2793, 27.5715, 13.9932, 9.9289, 5.5338, 6.0912, 5.6591
10, 8, 2.0000, -40.0157, -105.2793, 23.8057, 13.2987, 9.3942, 5.0673, 5.7401, 5.1775
10, 8, 2.5000, -40.0157, -105.2793, 22.0096, 12.7287, 8.9888, 4.7333, 5.4217, 4.7540
10, 8, 3.0000, -40.0157, -105.2793, 21.3722, 12.2469, 8.6637, 4.4944, 5.1391, 4.3853
10, 8, 3.5000, -40.0157, -105.2793, 21.4467, 11.8305, 8.3926, 4.3260, 4.8895, 4.0641
10, 8, 4.0000, -40.0157, -105.2793, 21.9623, 11.4646, 8.1599, 4.2116, 4.6687, 3.7833
10, 8, 5.0000, -40.0157, -105.2793, 23.6789, 10.8455, 7.7726, 4.1016, 4.2986, 3.3195
10, 8, 6.0000, -40.0157, -105.2793, 25.7022, 10.3357, 7.4547, 4.1038, 4.0046, 2.9573
10, 8, 7.0000, -40.0157, -105.2793, 27.6347, 9.9039, 7.1817, 4.1836, 3.7692, 2.6720
10, 8, 8.0000, -40.0157, -105.2793, 29.2738, 9.5308, 6.9401, 4.3193, 3.5801, 2.4466
10, 8, 9.0000, -40.0157, -105.2793, 30.5164, 9.2030, 6.7213, 4.4967, 3.4284, 2.2690
10, 8, 10.0000, -40.0157, -105.2793, 31.3141, 8.9115, 6.5197, 4.7059, 3.3075, 2.1301
10, 8, 15.0000, -40.0157, -105.2793, 28.5388, 7.8120, 5.6710, 4.7059, 3.0204, 1.8259
10, 8, 20.0000, -40.0157, -105.2793, 16.3404, 7.0613, 4.9685, 4.7059, 3.0551, 1.9037
10, 8, 25.0000, -40.0157, -105.2793, -1.7442, 7.0613, 4.9685, 4.7059, 3.0551, 1.9037
10, 8, 30.0000, -40.0157, -105.2793, -21.9584, 7.0613, 4.9685, 4.7059, 3.0551, 1.9037
